Código DANE;Sede;Severidad;Estado físico;Matrícula total;Aporte % ETC;Sector;Zona;Primera infancia;Primaria;Secundaria;Media;Adultos;Municipio;Docentes;Directivos docentes;Secretaría;Departamento;En Decreto 1171 de 2026;Organizaciones aliadas
152001000777;I.E.M. CIUDAD DE PASTO - SEDE PRINCIPAL;1;Bajo;3022;5.1024;OFICIAL;URBANA;91;650;1615;666;0;Pasto;165;9;Pasto;Nariño;NO;
125754003291;SEDE PRINCIPAL;1;Bajo;3002;2.4018;OFICIAL;URBANA;217;963;1169;460;193;Soacha;93;5;Soacha;Cundinamarca;;Red Papaz
127001003453;SEDE ANEXA AL CARRASQUILLA INDUSTRIAL;3;Crítico;2975;8.0992;OFICIAL;URBANA;196;1497;1282;0;0;Quibdó;51;;Quibdó;Chocó;SI;Natura Cosmeticos Ltda.
125754800329;SEDE PRINCIPAL;1;Bajo;2878;2.3026;OFICIAL;URBANA;239;1221;978;440;0;Soacha;86;5;Soacha;Cundinamarca;;Claro Colombia
125754005464;SEDE PRINCIPAL;1;Bajo;2859;2.2874;OFICIAL;URBANA;149;1180;1073;457;0;Soacha;86;7;Soacha;Cundinamarca;;
105541000026;I. E. LEON XIII;2;Moderado;2563;0.5906;OFICIAL;URBANA;175;1104;805;351;128;Peñol;81;5;Antioquia;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Fraternidad Medellín
166001006008;INSTITUCION EDUCATIVA CIUDADELA CUBA;3;Crítico;2555;3.3002;OFICIAL;URBANA;123;633;967;385;447;Pereira;111;6;Pereira;Risaralda;;
176109001806;INSTITTUCION EDUCATIVA TEOFILO ROBERTO POTES;2;Moderado;2429;4.3544;OFICIAL;URBANA;110;768;993;449;109;Buenaventura;95;6;Buenaventura;Valle del Cauca;SI;Fundación Carvajal | Fundación SURA
125754000331;SEDE PRINCIPAL;1;Bajo;2429;1.9433;OFICIAL;URBANA;0;199;1612;618;0;Soacha;84;7;Soacha;Cundinamarca;;Fundación Corona
105001026000;INSTITUCION EDUCATIVA CIUDADELA NUEVO OCCIDENTE;1;Bajo;2416;0.6637;OFICIAL;URBANA;195;787;695;345;394;Medellín;69;5;Medellín;Antioquia;;Fundación Carvajal
173001000367;LICEO NACIONAL;2;Moderado;2413;2.51;OFICIAL;URBANA;136;1007;889;381;0;Ibagué;108;4;Ibague;Tolima;SI;
105001001236;INSTITUCION EDUCATIVA MONTECARLO GUILLERMO GAVIRIA CORREA;1;Bajo;2399;0.659;OFICIAL;URBANA;192;925;652;229;401;Medellín;69;5;Medellín;Antioquia;;Fundación Nutresa | Red Papaz
176109000575;NORMAL JUAN LADRILLEROS;2;Moderado;2352;4.2163;OFICIAL;URBANA;187;864;831;346;124;Buenaventura;98;7;Buenaventura;Valle del Cauca;SI;Fundación Carvajal | Fundación SURA
105001000256;INSTITUCION EDUCATIVA HECTOR ABAD GOMEZ;1;Bajo;2320;0.6373;OFICIAL;URBANA;61;366;694;235;964;Medellín;66;5;Medellín;Antioquia;;Colombia Evidencia Potencial en Educación | Fundación Carvajal | Fundación Nutresa | Fundación SURA
105360001055;INSTITUCION EDUCATIVA DIEGO ECHAVARRIA MISAS;1;Bajo;2294;6.1327;OFICIAL;URBANA;113;756;791;369;265;Itagüí;75;6;Itagui;Antioquia;SI;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Carvajal | Fundación Nutresa
176001005813;INSTITUCION EDUCATIVA INEM JORGE ISAACS;2;Moderado;2292;0.7468;OFICIAL;URBANA;0;0;1433;859;0;Cali;160;9;Cali;Valle del Cauca;SI;Fundación Carvajal | Tecnoquimicas S.A.
166001002061;INSTITUCION EDUCATIVA INSTITUTO TECNICO SUPERIOR;3;Crítico;2229;2.8791;OFICIAL;URBANA;0;483;1131;615;0;Pereira;108;6;Pereira;Risaralda;;
105212000163;COLEGIO JOSE MIGUEL DE RESTREPO Y PUERTA;2;Moderado;2219;0.5113;OFICIAL;URBANA;105;785;889;349;91;Copacabana;81;6;Antioquia;Antioquia;;Fundación Incolmotos Yamaha
152356000182;INSTITUCION EDUCATIVA CIUDAD DE IPIALES;1;Bajo;2174;10.3371;OFICIAL;URBANA;144;878;807;345;0;Ipiales;99;5;Ipiales;Nariño;NO;
105001003441;INSTITUTO TECNICO INDUSTRIAL PASCUAL BRAVO;1;Bajo;2150;0.5906;OFICIAL;URBANA;0;0;1671;479;0;Medellín;87;5;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia)
176001017374;INSTITUCION EDUCATIVA GABRIELA MISTRAL;2;Moderado;2128;0.6934;OFICIAL;URBANA;91;653;753;430;201;Cali;84;4;Cali;Valle del Cauca;SI;Tecnoquimicas S.A.
327001000241;IE NORMAL SUPERIOR MANUEL CAÑIZALEZ;3;Crítico;2119;5.7688;OFICIAL;URBANA;162;840;772;262;83;Quibdó;86;5;Quibdó;Chocó;SI;
123001000157;IE NORMAL SUPERIOR;2;Moderado;2113;2.143;;URBANA;160;818;647;209;279;Montería;82;7;Monteria;Córdoba;;Red Papaz
105001013340;INSTITUCION EDUCATIVA INEM JOSE FELIX DE RESTREPO;2;Moderado;2107;0.5788;OFICIAL;URBANA;0;91;1022;994;0;Medellín;135;5;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia)
125286000123;CONCENTRACION URBANA MIGUEL ANTONIO CARO;1;Bajo;2099;11.5323;OFICIAL;URBANA;128;800;722;220;229;Funza;58;;Funza;Cundinamarca;SI;
125430000842;INSTITUCION EDUCATIVA DEPARTAMENTAL TECNOLOGICO DE MADRID;2;Moderado;2077;0.7751;OFICIAL;URBANA;0;229;1068;389;391;Madrid;72;6;Cundinamarca;Cundinamarca;;Fundación Alquería Cavelier | Fundación Nutresa
125430800067;INSTITUCION EDUCATIVA DEPARTAMENTAL TIBAITATA;1;Bajo;2068;0.7717;OFICIAL;URBANA;130;781;959;198;0;Madrid;60;6;Cundinamarca;Cundinamarca;;Fundación Alquería Cavelier | Fundación Nutresa
205837000310;CURRULAO;2;Moderado;2058;5.4969;OFICIAL;RURAL;0;840;755;224;239;Turbo;70;5;Turbo;Antioquia;SI;Claro Colombia | Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Carvajal
105266000461;I.E. NORMAL SUPERIOR DE ENVIGADO - SEDE PRINCIPAL;2;Moderado;2033;6.9514;;URBANA;122;718;779;302;112;Envigado;99;5;Envigado;Antioquia;;Fundación Carvajal
125430000281;INSTITUCION EDUCATIVA DEPARTAMENTAL SERREZUELA;1;Bajo;1976;0.7374;OFICIAL;URBANA;0;0;1335;536;105;Madrid;81;6;Cundinamarca;Cundinamarca;;Fundación Alquería Cavelier | Fundación Nutresa | Natura Cosmeticos Ltda.
225817000268;INSTITUCION EDUCATIVA TÉCNICO INDUSTRIAL;2;Moderado;1967;0.734;OFICIAL;RURAL;0;0;1241;504;222;Tocancipá;70;7;Cundinamarca;Cundinamarca;;Fundación Alquería Cavelier | Fundación Nutresa | Natura Cosmeticos Ltda.
163001000868;SANTA EUFRASIA;3;Crítico;1943;4.8019;OFICIAL;URBANA;311;1210;422;0;0;Armenia;59;;Armenia;Quindio;SI;
105001006980;INSTITUCION EDUCATIVA CONCEJO DE MEDELLIN;1;Bajo;1940;0.5329;OFICIAL;URBANA;0;0;1245;568;127;Medellín;74;5;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Red Papaz
141551001230;IE MUNICIPAL NACIONAL - SEDE PRINCIPAL;2;Moderado;1921;6.1539;OFICIAL;URBANA;0;0;1477;347;97;Pitalito;66;5;Pitalito;Huila;;
276130000245;INSTITUCION EDUCATIVA SANTA RITA DE CASSIA;1;Bajo;1904;1.4631;OFICIAL;RURAL;70;920;707;207;0;Candelaria;91;3;Valle;Valle del Cauca;;
105001021873;INSTITUCION EDUCATIVA SOL DE ORIENTE;1;Bajo;1901;0.5222;OFICIAL;URBANA;151;903;610;237;0;Medellín;50;3;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Red Papaz
105147000401;COLEGIO COLOMBIA;2;Moderado;1878;0.4328;OFICIAL;URBANA;0;535;642;264;437;Carepa;59;4;Antioquia;Antioquia;;Claro Colombia | Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Fraternidad Medellín | Fundación Postobón
105837004922;I.E. FRANCISCO LUIS VALDERRAMA VALDERRAMA;2;Moderado;1865;4.9814;OFICIAL;URBANA;130;717;698;320;0;Turbo;71;5;Turbo;Antioquia;SI;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Nutresa | Parque Explora
105376000440;COLEGIO LA PAZ;2;Moderado;1845;0.4252;OFICIAL;URBANA;84;677;705;301;78;La Ceja;63;5;Antioquia;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Fraternidad Medellín
205001006232;INSTITUCION EDUCATIVA SAN CRISTOBAL;1;Bajo;1844;0.5065;OFICIAL;URBANA;81;576;817;316;54;Medellín;64;4;Medellín;Antioquia;;Fundación Carvajal | Fundación Nutresa
125899000631;I.E.M. INSTITUTO TECNICO INDUSTRIAL - SEDE PRINCIPAL;2;Moderado;1822;6.5556;OFICIAL;URBANA;50;613;801;302;56;Zipaquirá;78;5;Zipaquirá;Cundinamarca;;
105360000491;INSTITUCION EDUCATIVA ORESTE SINDICI;1;Bajo;1794;4.796;OFICIAL;URBANA;113;532;712;288;149;Itagüí;61;5;Itagui;Antioquia;SI;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Nutresa | Periódico El Mundo
125269001124;I.E.M TÉCNICO EMPRESARIAL CARTAGENA - SEDE PRINCIPAL;3;Crítico;1791;7.4495;OFICIAL;URBANA;128;761;569;217;116;Facatativá;74;5;Facatativá;Cundinamarca;;Aeiotu Soluciones Integrales para la Primera Infancia | Fundación Terpel
176001800206;INSTITUCION EDUCATIVA GENERAL JOSE MARIA CABAL-SEDE PRINCIPAL;2;Moderado;1771;0.5771;OFICIAL;URBANA;120;749;617;214;71;Cali;63;5;Cali;Valle del Cauca;SI;Fundación Scarpetta Gnecco | Tecnoquimicas S.A.
105079000406;I. E. PRESBITERO LUIS EDUARDO PEREZ MOLINA;2;Moderado;1767;0.4072;OFICIAL;URBANA;105;537;402;146;577;Barbosa;47;3;Antioquia;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Incolmotos Yamaha | Fundación Nutresa
170001000431;INSTITUCION EDUCATIVA MADRE AMALIA;2;Moderado;1737;2.8146;OFICIAL;URBANA;145;727;654;211;0;Sincelejo;60;4;Sincelejo;Sucre;NO;
125754001418;SEDE PRINCIPAL;1;Bajo;1710;1.3681;OFICIAL;URBANA;0;712;725;218;55;Soacha;59;3;Soacha;Cundinamarca;;Fundación Corona | Red Papaz
105001000621;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE MEDELLIN;1;Bajo;1702;0.4675;OFICIAL;URBANA;78;619;594;291;120;Medellín;73;5;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Carvajal
105001007218;INSTITUCION EDUCATIVA MARIA DE LOS ANGELES CANO MARQUEZ;1;Bajo;1676;0.4604;OFICIAL;URBANA;118;721;577;260;0;Medellín;69;4;Medellín;Antioquia;;Fundación Carvajal | Fundación Nutresa
127001004107;IE MIA ROGERIO VELASQUEZ MURILLO;3;Crítico;1671;4.5492;OFICIAL;URBANA;79;589;676;170;157;Quibdó;87;5;Quibdó;Chocó;SI;
105001012106;INSTITUCION EDUCATIVA JUAN MARIA CESPEDES;1;Bajo;1659;0.4557;OFICIAL;URBANA;104;637;552;299;67;Medellín;68;4;Medellín;Antioquia;;
176520000497;CARDENAS CENTRO;1;Bajo;1659;3.3657;OFICIAL;URBANA;49;619;623;234;134;Palmira;56;5;Palmira;Valle del Cauca;;Fundación Nutresa | Red Papaz | Unidad de Acción Vallecaucana de Palmira
127001003127;IE ANTONIO MARIA CLARET;2;Moderado;1652;4.4974;OFICIAL;URBANA;111;572;706;263;0;Quibdó;77;5;Quibdó;Chocó;SI;Natura Cosmeticos Ltda.
105837001150;I.E. SAGRADO CORAZÓN DE JESÚS;2;Moderado;1650;4.4072;OFICIAL;URBANA;119;622;505;292;112;Turbo;65;4;Turbo;Antioquia;SI;Comfama (Caja de Compensación Familiar de Antioquia)
117001000165;INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR DE MANIZALES;1;Bajo;1647;3.467;OFICIAL;URBANA;150;610;545;197;145;Manizales;75;5;Manizales;Caldas;SI;Fundación Nutresa | Red Papaz
105001001155;INSTITUCION EDUCATIVA SAN JUAN BAUTISTA DE LA SALLE;1;Bajo;1645;0.4519;OFICIAL;URBANA;101;626;488;200;230;Medellín;52;4;Medellín;Antioquia;;Colombia Evidencia Potencial en Educación | Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Carvajal | Fundación Nutresa
105376000105;I. E. MARIA JOSEFA MARULANDA;2;Moderado;1644;0.3788;OFICIAL;URBANA;132;742;532;238;0;La Ceja;49;2;Antioquia;Antioquia;;Fundación Fraternidad Medellín
176109000192;FRANCISCO JOSE DE CALDAS;2;Moderado;1620;2.9041;OFICIAL;URBANA;134;621;519;176;170;Buenaventura;66;5;Buenaventura;Valle del Cauca;SI;Fundación Carvajal
176001800214;ISAIAS DUARTE CANCINO;2;Moderado;1617;0.5269;OFICIAL;URBANA;95;739;562;172;49;Cali;36;;Cali;Valle del Cauca;SI;Fundación Carvajal
152001005051;I.E.M. CIUDADELA EDUC DE PASTO - SEDE PRINCIPAL;1;Bajo;1614;2.7251;OFICIAL;URBANA;143;32;915;350;174;Pasto;90;6;Pasto;Nariño;NO;
113670001171;I.E. TECNICA LA INTEGRADA - SEDE PRINCIPAL;2;Moderado;1611;0.7085;OFICIAL;URBANA;13;478;587;247;286;San Pablo;57;6;Bolivar;Bolívar;NO;Fundación Telefónica
113688010909;INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA;2;Moderado;1607;0.7067;OFICIAL;URBANA;120;663;635;189;0;Santa Rosa del Sur;58;3;Bolivar;Bolívar;NO;
105318000049;I. E. SANTO TOMAS DE AQUINO;2;Moderado;1603;0.3694;OFICIAL;URBANA;91;749;763;0;0;Guarne;57;5;Antioquia;Antioquia;SI;Colombia Evidencia Potencial en Educación | Comfama (Caja de Compensación Familiar de Antioquia) | Parque Explora
225269000688;NACIONAL EMILIO CIFUENTES;2;Moderado;1597;6.6425;OFICIAL;URBANA;0;470;809;318;0;Facatativá;68;5;Facatativá;Cundinamarca;;Aeiotu Soluciones Integrales para la Primera Infancia
108520000041;INSTITUCION EDUCATIVA TECNICA COMERCIAL DE PALMAR;2;Moderado;1596;1.2787;OFICIAL;URBANA;0;0;1202;303;91;Palmar de Varela;92;9;Atlántico;Atlántico;;
176109002802;INSTITUCION EDUCATIVA DIOCESANA JESUS ADOLESCENTE - SEDE PRINCIPAL;2;Moderado;1594;2.8575;OFICIAL;URBANA;129;609;619;237;0;Buenaventura;64;3;Buenaventura;Valle del Cauca;SI;Fundación Carvajal | Fundación SURA
305001019690;INSTITUCION EDUCATIVA ARZOBISPO TULIO BOTERO SALAZAR;1;Bajo;1589;0.4365;OFICIAL;URBANA;115;740;559;175;0;Medellín;48;4;Medellín;Antioquia;;Colombia Evidencia Potencial en Educación | Fundación Nutresa | Red Papaz
141001002247;ESCUELA NORMAL SUPERIOR;1;Bajo;1588;2.3539;OFICIAL;URBANA;2;552;696;260;78;Neiva;72;6;Neiva;Huila;SI;
227615800095;IE BELEN DE BAJIRA - SEDE PRINCIPAL;2;Moderado;1579;1.3865;OFICIAL;RURAL;159;651;575;157;37;Nuevo Belén de Bajirá;55;4;Choco;Chocó;SI;Colombia Evidencia Potencial en Educación
105631000084;I. E. JOSE FELIX DE RESTREPO VELEZ;2;Moderado;1572;13.5576;OFICIAL;URBANA;148;564;564;261;35;Sabaneta;60;4;Sabaneta;Antioquia;SI;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Carvajal | Fundación Nutresa
123417000288;LACIDES C. BERSAL - SEDE PRINCIPAL;2;Moderado;1571;6.9763;;URBANA;50;266;789;394;72;Lorica;71;5;Lorica;Córdoba;;Fundación Incolmotos Yamaha
176834003989;I.E. OCCIDENTE - SEDE PRINCIPAL;3;Crítico;1568;5.688;OFICIAL;URBANA;54;433;648;286;147;Tuluá;70;4;Tuluá;Valle del Cauca;;Claro Colombia
176109000605;LA ANUNCIACION;2;Moderado;1536;2.7535;OFICIAL;URBANA;95;588;597;208;48;Buenaventura;67;4;Buenaventura;Valle del Cauca;SI;Fundación SURA
305001022232;INSTITUCION EDUCATIVA BARRIO OLAYA HERRERA;1;Bajo;1522;0.4181;OFICIAL;URBANA;124;589;487;146;176;Medellín;45;4;Medellín;Antioquia;;Fundación Carvajal | Fundación Nutresa
176001043791;INSTITUCION EDUCATIVA NUEVO LATIR - SEDE PRINCIPAL;2;Moderado;1521;0.4956;OFICIAL;URBANA;113;585;463;225;135;Cali;77;7;Cali;Valle del Cauca;SI;Fundación Carvajal | Fundación Scarpetta Gnecco | Red Papaz | Tecnoquimicas S.A.
105001000108;INSTITUCION EDUCATIVA CENTRO FORMATIVO DE ANTIOQUIA - CEFA;1;Bajo;1514;0.4159;OFICIAL;URBANA;0;0;939;575;0;Medellín;70;4;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia)
150001001860;COL DPTAL LA ESPERANZA;1;Bajo;1513;1.577;OFICIAL;URBANA;0;212;884;417;0;Villavicencio;62;3;Villavicencio;Meta;;
105001015172;INSTITUCION EDUCATIVA EDUARDO SANTOS;1;Bajo;1503;0.4129;OFICIAL;URBANA;59;546;462;183;253;Medellín;46;5;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Carvajal | Fundación Nutresa
141001060336;RODRIGO LARA BONLLA.;1;Bajo;1488;2.2057;OFICIAL;URBANA;92;494;550;129;223;Neiva;56;4;Neiva;Huila;SI;Red Papaz
105318000278;I. E. INMACULADA CONCEPCION;2;Moderado;1487;0.3427;OFICIAL;URBANA;86;601;579;221;0;Guarne;56;4;Antioquia;Antioquia;SI;Comfama (Caja de Compensación Familiar de Antioquia)
276130000181;PANEBIANCO AMERICANO - SEDE PRINCIPAL;2;Moderado;1487;1.1427;OFICIAL;RURAL;103;640;687;0;57;Candelaria;95;6;Valle;Valle del Cauca;SI;
305001015287;INSTITUCION EDUCATIVA LA CANDELARIA;1;Bajo;1479;0.4063;OFICIAL;URBANA;0;710;556;207;6;Medellín;48;3;Medellín;Antioquia;;Fundación Nutresa | Red Papaz
117001001536;INSTITUCIÓN EDUCATIVA INSTITUTO UNIVERSITARIO DE CALDAS;3;Crítico;1478;3.1113;OFICIAL;URBANA;146;614;484;234;0;Manizales;71;5;Manizales;Caldas;SI;Centro Galerías Plaza de Mercado | Fundación Luker
127001000853;INSTITUCION EDUCATIVA GIMNASIO DE QUIBDO;3;Crítico;1476;4.0183;OFICIAL;URBANA;0;662;608;206;0;Quibdó;56;4;Quibdó;Chocó;SI;Natura Cosmeticos Ltda.
276130001217;ROSENDO MONDRAGON FEIJOO;2;Moderado;1475;1.1335;OFICIAL;RURAL;91;621;537;127;99;Candelaria;51;3;Valle;Valle del Cauca;SI;
276130000415;ATANASIO GIRARDOT;1;Bajo;1473;1.1319;OFICIAL;RURAL;77;695;293;408;0;Candelaria;;;Valle;Valle del Cauca;SI;
176001028970;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DONALD RODRIGO TAFUR - SEDE PRINCIPAL;2;Moderado;1472;0.4796;OFICIAL;URBANA;0;0;871;308;293;Cali;84;3;Cali;Valle del Cauca;SI;Claro Colombia | Colombia Evidencia Potencial en Educación | Fundación Scarpetta Gnecco | Red Papaz | Tecnoquimicas S.A.
105001026689;INSTITUCION EDUCATIVA BLANQUIZAL - SEDE PRINCIPAL;1;Bajo;1471;0.4041;OFICIAL;URBANA;115;591;424;127;214;Medellín;43;3;Medellín;Antioquia;;Fundación Nutresa
105376000113;I. E. MONSEÑOR ALFONSO URIBE JARAMILLO;1;Bajo;1468;0.3383;OFICIAL;URBANA;86;613;509;201;59;La Ceja;50;4;Antioquia;Antioquia;;Claro Colombia | Fundación Fraternidad Medellín
176364001313;TÉCNICA INDUSTRIAL ESPAÑA-SEDE PRINCIPAL;2;Moderado;1446;5.2244;OFICIAL;URBANA;0;20;1039;311;76;Jamundí;53;5;Jamundí;Valle del Cauca;SI;Fundación Nutresa | Natura Cosmeticos Ltda. | Tecnoquimicas S.A.
105001002038;INSTITUCION EDUCATIVA JOSE EUSEBIO CARO;1;Bajo;1445;0.3969;OFICIAL;URBANA;84;640;505;216;0;Medellín;48;4;Medellín;Antioquia;;Colombia Evidencia Potencial en Educación | Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Nutresa
117001006155;INSTITUCIÓN EDUCATIVA INSTITUTO TECNICO FRANCISCO JOSE DE CALDAS;3;Crítico;1442;3.0355;OFICIAL;URBANA;94;556;545;247;0;Manizales;73;4;Manizales;Caldas;SI;Centro Galerías Plaza de Mercado | Colombia Evidencia Potencial en Educación | Fundación Corona | Fundación Luker | Fundación Nutresa
105045000148;INSTITUCIÓN EDUCATIVA JOSÉ CELESTINO MUTIS;1;Bajo;1432;5.2443;OFICIAL;URBANA;176;533;490;233;0;Apartadó;61;4;Apartado;Antioquia;SI;Comfama (Caja de Compensación Familiar de Antioquia) | Natura Cosmeticos Ltda.
141551000268;IE MUNICIPAL HUMBERTO MUÑOZ ORDOÑEZ - SEDE PRINCIPAL;2;Moderado;1428;4.5746;OFICIAL;URBANA;39;0;907;304;178;Pitalito;49;3;Pitalito;Huila;;
105001015148;INSTITUCION EDUCATIVA CAMILO MORA CARRASQUILLA;1;Bajo;1427;0.392;OFICIAL;URBANA;121;509;583;157;57;Medellín;46;4;Medellín;Antioquia;;Fundación Carvajal
105250000185;I. E. BIJAO;2;Moderado;1424;0.3281;OFICIAL;URBANA;69;549;465;184;157;El Bagre;47;3;Antioquia;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Nutresa
117174000349;INSTITUCIÓN EDUCATIVA SANTA TERESITA - SEDE PRINCIPAL;3;Crítico;1422;1.7703;;URBANA;132;631;461;198;0;Chinchiná;57;4;Caldas;Caldas;;Caja de Compensación Familiar de Caldas
105212000112;I. E. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA;2;Moderado;1418;0.3268;OFICIAL;URBANA;107;636;507;135;33;Copacabana;49;4;Antioquia;Antioquia;;Periódico El Mundo
176520002759;CARDENAS MIRRIÑAO;2;Moderado;1416;2.8727;OFICIAL;URBANA;39;301;834;242;0;Palmira;56;5;Palmira;Valle del Cauca;SI;Fundación Nutresa | Red Papaz | Unidad de Acción Vallecaucana de Palmira
105001013145;INSTITUCION EDUCATIVA SANTA TERESA;1;Bajo;1416;0.389;OFICIAL;URBANA;117;608;488;203;0;Medellín;47;4;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Nutresa | Red Papaz
119698000101;INSTITUTO TECNICO DE SANTANDER DE QUILICHAO (sede principal);1;Bajo;1415;;OFICIAL;URBANA;0;0;1030;385;0;Santander de Quilichao;65;5;;Cauca;;Red Papaz
105001019674;INSTITUCION EDUCATIVA MIRAFLORES - LUIS EDUARDO VALENCIA GARCIA;1;Bajo;1410;0.3873;OFICIAL;URBANA;53;503;587;267;0;Medellín;49;5;Medellín;Antioquia;;Fundación Nutresa
141298000019;SIMON BOLIVAR;2;Moderado;1408;1.1046;OFICIAL;URBANA;0;0;991;417;0;Garzón;64;6;Huila;Huila;SI;
105001014851;INSTITUCION EDUCATIVA JESUS REY;1;Bajo;1406;0.3862;OFICIAL;URBANA;112;578;445;271;0;Medellín;51;4;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Fraternidad Medellín
166001007314;I.E. DIEGO MAYA SALAZAR - SEDE PRINCIPAL;3;Crítico;1406;1.8161;OFICIAL;URBANA;71;578;530;227;0;Pereira;;;Pereira;Risaralda;;
163001003301;CIUDADELA DEL SUR;2;Moderado;1398;3.455;OFICIAL;URBANA;43;323;768;264;0;Armenia;69;6;Armenia;Quindio;;Claro Colombia | Red Papaz
166001007128;JAIME SALAZAR ROBLEDO - SEDE PRINCIPAL;3;Crítico;1396;1.8032;OFICIAL;URBANA;119;612;477;188;0;Pereira;;;Pereira;Risaralda;;Fundación SURA
105360000415;INSTITUCION EDUCATIVA JUAN NEPOMUCENO CADAVID - SEDE PRINCIPAL;1;Bajo;1393;3.724;OFICIAL;URBANA;88;468;480;172;185;Itagüí;52;4;Itagui;Antioquia;SI;Comfama (Caja de Compensación Familiar de Antioquia) | Periódico El Mundo
166001000093;INSTITUCION EDUCATIVA BOYACA;3;Crítico;1393;1.7993;OFICIAL;URBANA;98;668;452;175;0;Pereira;56;4;Pereira;Risaralda;;
141001000066;LICEO DE SANTA LIBRADA;1;Bajo;1391;2.0619;OFICIAL;URBANA;0;57;858;420;56;Neiva;79;5;Neiva;Huila;SI;
119318002115;MANUEL DE VALVERDE (sede principal);3;Crítico;1387;;OFICIAL;URBANA;106;531;388;150;212;Guapi;60;4;;Cauca;;Fundación Carvajal
152001001064;I.E.M. TECNICO INDUSTRIAL DE PASTO - SEDE PRINCIPAL;1;Bajo;1386;2.3401;OFICIAL;URBANA;0;0;1001;385;0;Pasto;100;4;Pasto;Nariño;;
117873000168;INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ - SEDE PRINCIPAL;3;Crítico;1386;1.7255;;URBANA;0;0;671;313;402;Villamaría;54;3;Caldas;Caldas;;Fundación Nutresa
176364002441;SEDE TERRANOVA;2;Moderado;1370;4.9498;OFICIAL;RURAL;99;626;454;166;25;Jamundí;42;1;Jamundí;Valle del Cauca;SI;
117001001544;INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR DE CALDAS;1;Bajo;1362;2.8671;OFICIAL;URBANA;186;0;811;301;64;Manizales;67;7;Manizales;Caldas;SI;
176109000621;LICEO DEL PACIFICO - SEDE PRINCIPAL;1;Bajo;1362;2.4416;OFICIAL;URBANA;41;293;592;265;171;Buenaventura;62;5;Buenaventura;Valle del Cauca;SI;Fundación Carvajal
105001026701;INSTITUCION EDUCATIVA PROGRESAR - SEDE PRINCIPAL;1;Bajo;1358;0.373;OFICIAL;URBANA;77;498;417;140;226;Medellín;48;2;Medellín;Antioquia;;Colombia Evidencia Potencial en Educación | Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Nutresa
105001000981;INSTITUCION EDUCATIVA GILBERTO ALZATE AVENDAÑO;1;Bajo;1357;0.3728;OFICIAL;URBANA;0;0;833;374;150;Medellín;63;4;Medellín;Antioquia;;Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Carvajal | Fundación Nutresa
119807000109;SAN ANTONIO DE PADUA (sede principal);1;Bajo;1354;;OFICIAL;URBANA;0;445;679;230;0;Timbío;54;4;;Cauca;;Fundación Carvajal | Red Papaz
176109002977;PABLO EMILIO CARVAJAL # 1;2;Moderado;1350;2.4201;OFICIAL;URBANA;93;457;420;147;233;Buenaventura;61;7;Buenaventura;Valle del Cauca;SI;Fundación Carvajal | Fundación SURA
105147000568;I. E. JOSE MARIA MUÑOZ FLOREZ;2;Moderado;1347;0.3104;OFICIAL;URBANA;0;653;668;0;26;Carepa;42;4;Antioquia;Antioquia;SI;Colombia Evidencia Potencial en Educación | Comfama (Caja de Compensación Familiar de Antioquia) | Fundación Fraternidad Medellín | Fundación Postobón
163001000329;RUFINO JOSE CUERVO CENTRO;3;Crítico;1340;3.3117;OFICIAL;URBANA;78;477;493;292;0;Armenia;82;5;Armenia;Quindio;SI;Fundación Nutresa
